0,2.430955954529332E-6,3.144909927817453E-4,1.292202413622076E-6,0.9970320423916892,2.0962896139485253E-6,6.442639251995847E-4,6.63359320378332E-6,1.0772586057203573E-5,3.476618283871042E-6,1.160228632623474E-6,4.236477271817056E-6,6.12843020247525E-4,4.030250476280887E-4,1.3046442756610313E-4,9.764407507766967E-7,2.6001306536991076E-6,1.8277600199499433E-5,2.7110243135330985E-4,9.454497915380246E-7,5.801844784636928E-6,7.824387367175862E-6,4.518543514348074E-5,1.0729646493328028E-5,5.501423330465094E-6,4.338372522834163E-4,3.8061321613391185E-6,3.4993326422409353E-6,3.1042864804973097E-6,7.659079081238562E-6,9.920370939597757E-6
1,0.0011047640525026913,1.640636602331999E-5,2.6351193745777355E-6,2.775229088998267E-4,5.0292077064883304E-6,3.645870961403827E-5,2.6222058908711835E-4,1.9429429173859445E-5,0.46003319336485027,2.31533977538319E-6,9.340599874240956E-6,3.485195944714851E-4,4.4416236379243455E-4,5.193651801890772E-6,2.0558842392845406E-6,1.324552002741162E-4,0.003524118140051691,0.5327255604699865,1.7575984565927657E-4,1.7173382310184307E-5,1.3723618710124023E-5,4.783710965852088E-5,1.734170227719008E-5,1.7507593142456124E-4,5.376189580829403E-4,1.1845066561892011E-5,7.139533694537084E-6,7.272215259470865E-6,1.703454190479796E-5,2.0797102957456638E-5
2,4.26947766393529E-6,1.4643805582219803E-5,2.3483920610679584E-6,1.232347233862513E-5,3.418787882547042E-5,1.96229897922612E-4,1.63276229934256E-4,1.1856796964735977E-4,3.4072696764844777E-4,2.032859846177859E-6,8.903238189372298E-6,1.9680708666631062E-4,4.2013330996803507E-4,1.6271909449372835E-4,2.884329212451005E-5,5.861292738221467E-5,6.166366017263365E-5,0.06950771721748047,6.67339336032442E-5,2.4059406860143217E-5,1.231231224252439E-5,3.9749756258961875E-5,0.1297166992553355,4.247682063220728E-4,4.010781391711631E-4,0.5774520215329932,6.4090095417907025E-6,0.22046756542006782,3.273776422892083E-5,2.1858485427280756E-5
4,1.1736444688552908E-4,7.728338015815397E-6,1.2271606838017517E-6,6.584138797338812E-6,1.8578607731165434E-6,1.1915944859003894E-5,1.3357202115387982E-4,6.086179765345722E-6,3.2857679599388165E-6,0.9990691638640725,4.330845604153902E-6,4.58928763276679E-6,8.314417572448231E-6,2.4542353722005094E-6,9.766304132484638E-7,2.4437977405173254E-6,8.170139452355203E-6,6.417612371938952E-6,8.963623195224822E-7,1.761589231063687E-4,6.592532342367882E-6,1.4924864860346001E-5,6.529668711501659E-6,3.468458825599492E-4,2.4482544071577335E-5,3.5843882643428244E-6,3.386818566322434E-6,2.9503732415330514E-6,7.266727339066944E-6,9.898225491114678E-6
5,5.608048672861736E-6,2.018162540653716E-4,7.833000358261038E-5,5.4907248853103795E-5,5.9962087024207854E-5,3.737962117141441E-5,2.1352634137088944E-5,0.06767917485640308,1.0080762117086211E-4,2.657370623252614E-6,0.06422613127380049,0.21812618863388605,0.15616279235036531,0.06391274394299412,0.04762961072829651,0.06964802488846315,2.580805699912571E-5,5.3622193505617545E-5,3.079479771250873E-5,2.6230149564689234E-4,0.20033790685576564,4.5631621982136115E-5,1.3322166891469386E-4,9.929168522179063E-5,1.7806307575570987E-4,0.04216230558213185,1.267945442999993E-4,4.0203152983962156E-5,0.0680872805350879,4.692871704827122E-4
6,2.251946394523367E-6,7.55245405031452E-6,0.9987284068537168,6.428250480579735E-6,1.7551146840393992E-6,1.1608226694297656E-5,8.180301064195354E-6,8.197498005548529E-6,4.973245140233347E-6,1.0750683170581325E-6,3.936860664071187E-6,2.673645548970352E-4,3.5835141290898806E-5,1.0065884628402838E-4,9.039949603382028E-7,7.329085741247462E-5,3.189293466178019E-5,1.2873504334185091E-5,8.736879252982136E-7,1.3791801086257826E-5,7.928684867488328E-5,3.521667380443448E-4,7.011342314656919E-6,4.308437195938181E-6,2.2989550961388278E-5,3.5384139754683303E-6,1.8894662505412993E-4,2.8806609942389336E-6,7.739460212228037E-6,9.280780508709373E-6
8,2.181399594472984E-6,7.332680919538032E-6,1.1593309950346677E-6,6.2447655720445336E-6,2.986491775968328E-6,1.130112918876632E-5,1.185202897936959E-4,1.5665439653837015E-5,9.190509754351292E-5,1.0414481994165796E-6,3.8676430160948815E-6,5.15783914694417E-6,1.1653711051988553E-5,2.332182475020536E-6,8.777020976463646E-7,5.192489090218106E-5,9.260660575447892E-6,1.0405845804345794E-4,0.9989700826750619,6.895733589230627E-6,1.186741465029086E-4,1.461303528591208E-5,9.530299559911289E-6,6.486988912465189E-5,1.4448569958229064E-4,5.133518025184425E-5,1.528402962322738E-4,2.856699600105019E-6,7.195720033904106E-6,9.14946462998722E-6
10,1.5053133571891145E-5,5.165965899497305E-5,7.974404018292864E-6,0.0017662543097462452,9.060850243479083E-5,0.6657332154012537,4.060756909340559E-5,4.354518309815943E-5,2.067591095377052E-5,7.155449923749958E-6,2.6488522392228783E-5,0.19750740363315894,7.864512318672497E-4,9.305339356972723E-4,0.0021758121807663607,1.6132944239166474E-5,5.169681068790533E-4,4.6128479178473875E-4,5.8129369876110905E-6,4.602206101069347E-5,0.12294876253918863,0.001984655810233934,4.6426827877137665E-5,3.0251025479602324E-5,0.0011616099117137198,2.421524066865301E-5,2.1829809784940452E-5,2.539433497727766E-4,0.002944091728247239,3.3455388916095436E-4
12,2.181399594472984E-6,7.332680919538032E-6,1.1593309950346677E-6,6.2447655720445336E-6,2.986491775968328E-6,1.130112918876632E-5,1.185202897936959E-4,1.5665439653837015E-5,9.190509754351292E-5,1.0414481994165796E-6,3.8676430160948815E-6,5.15783914694417E-6,1.1653711051988553E-5,2.332182475020536E-6,8.777020976463646E-7,5.192489090218106E-5,9.260660575447892E-6,1.0405845804345794E-4,0.9989700826750619,6.895733589230627E-6,1.186741465029086E-4,1.461303528591208E-5,9.530299559911289E-6,6.486988912465189E-5,1.4448569958229064E-4,5.133518025184425E-5,1.528402962322738E-4,2.856699600105019E-6,7.195720033904106E-6,9.14946462998722E-6
13,1.561810722519773E-5,5.5482753886108164E-5,8.279554379434618E-6,2.887495585270129E-4,1.1860241383600548E-4,9.690199732661181E-5,4.520878298118058E-5,0.6297865337219294,2.1857879458165287E-5,7.4088309269141856E-6,6.053573923336135E-4,3.3285923910947215E-4,0.07635542360801152,1.6783978758050636E-5,6.217939088512669E-6,1.672608360093078E-5,8.115227652625037E-5,2.7772691787358525E-4,0.0025371823235667214,3.459642356503169E-4,8.896875161150098E-5,1.257430582713235E-4,0.1204539923211108,3.321945598450165E-5,0.15670013852268247,7.769769587656812E-4,4.411875172543897E-4,2.356808063861872E-4,0.010051403666450487,7.265134648747668E-5
